Diameter,Sadness,Depth,BigSad,d/D,Pain,CWS,What even
7.621060165,6.258042116,1.049985543,0.321672219,0.14110705,0.044116041,21.16223491,5.732883867
11.15119205,14.99318119,1.264451949,0.280433934,0.123791652,0.044785024,14.51811854,7.9533511
7.41045642,5.59520984,0.68463228,0.26846039,0.09642072,0.04524568,24.80598349,9.177420139
9.38326457,10.59254718,1.368876331,0.33672826,0.152228614,0.045948583,16.09214153,2.689293807
11.40953893,15.85771932,1.107503914,0.242540867,0.108682119,0.04595053,11.84428722,4.325603671
8.874392375,8.954528264,1.412480817,0.111782416,0.167877427,0.046400633,15.05606766,4.912438712
10.43076901,7.493552532,1.303132706,0.536753907,0.124610349,0.04707566,12.56970238,4.247023336
4.795439673,3.811690852,0.703062624,0.116004074,0.15332994,0.047125232,18.73530565,1.625808052
9.777880186,9.788878156,1.499910619,0.32474995,0.15848815,0.0471979,16.04482591,4.446884594
6.108875455,4.516751484,0.733637816,0.153155394,0.126190716,0.047266439,13.80051097,2.884596541
8.98472295,9.070444708,1.115436345,0.177979381,0.132837915,0.04782141,16.05916535,1.723012638
10.82697728,14.27041234,1.367183616,0.37609864,0.132784639,0.050181689,17.01560831,4.209862966
7.767139867,2.908930104,0.994696475,0.384937394,0.129531001,0.050769123,12.02285166,4.348077312
8.39729553,9.333306964,1.310759365,0.071150846,0.166684385,0.050925085,16.27616457,1.966423439
6.42118081,4.68074136,0.9168235,0.22397602,0.14949792,0.05200999,18.60704956,6.249863886
7.732797902,9.320223912,0.824251901,0.189963189,0.115677227,0.052285896,7.867414238,5.670081967
9.13771844,4.478289964,1.50699633,0.42496149,0.168221934,0.052782928,22.65788865,6.644789768
5.537093095,2.760225648,0.750713281,0.259141131,0.1389376,0.053334908,14.10322426,3.987428904
9.475807968,3.83273112,1.44427278,0.482861308,0.15316204,0.053440543,20.67253207,4.696074522
4.752548537,9.092574892,0.547011833,0.271291073,0.11642811,0.057611957,10.19413452,5.606155164
13.3426071,35.34488392,0.96418881,0.20083758,0.07403429,0.05891223,10.41040438,0.998209945
7.383411488,4.63164886,1.070947542,0.299533884,0.150955828,0.059187223,17.39337357,2.327907811
9.494697113,6.325974084,1.155794999,0.549302082,0.122409446,0.06232158,13.77544834,8.524264074
9.173612705,9.132676608,1.467975954,0.342962791,0.169576553,0.064793593,19.42956835,6.118506975
7.003554165,1.901015576,1.006688476,0.438535864,0.14406906,0.064878347,12.30767724,7.747858354
12.2727663,10.77112496,1.03334508,0.36100114,0.08521114,0.06795566,10.74409416,1.97702107
